id,area,district,floor,distance_to_center,rent_price
3732,51.9,residential,16,8.52,2244.17
3733,32.0,central,6,2.53,6424.23
3734,112.0,suburb,12,8.66,3515.93
3735,66.6,industrial,8,8.32,2721.78
3736,58.6,university,4,2.11,1834.62
3737,67.8,riverside,7,4.33,2579.73
3738,26.7,suburb,6,12.41,1944.9
3739,83.0,residential,2,5.49,1083.99
3740,30.6,university,11,0.2,4235.77
3741,67.2,central,12,1.34,5153.76
3742,59.3,old_town,7,2.59,2211.68
3743,94.9,suburb,11,15.53,2014.24
3744,41.2,riverside,4,7.59,1777.02
3745,52.3,industrial,9,7.91,1165.17
3746,101.5,green_zone,8,8.7,2480.26
3747,89.1,riverside,15,3.29,3275.59
3748,78.7,residential,3,8.25,2182.1
3749,66.2,central,27,0.51,3148.54
3750,77.7,business,8,4.61,3044.18
3751,114.3,suburb,10,13.11,2833.73
3752,67.2,residential,20,7.53,1245.41
3753,70.6,business,12,3.4,5415.68
3754,43.8,residential,6,4.73,1894.72
3755,83.5,riverside,11,5.39,3161.28
3756,117.9,business,10,2.93,3750.81
3757,70.6,old_town,2,2.73,2877.99
3758,64.4,industrial,1,8.34,991.48
3759,64.6,riverside,21,4.65,1381.74
3760,53.6,university,3,6.75,2359.26
3761,34.9,riverside,3,7.52,2388.42
3762,36.4,riverside,4,3.81,3452.62
3763,64.7,central,33,3.05,5934.65
3764,72.8,green_zone,13,7.0,2092.06
3765,67.0,residential,2,3.95,2479.66
3766,29.9,residential,6,7.04,2209.14
3767,56.9,business,19,3.14,2454.44
3768,78.0,industrial,7,9.65,1023.51
3769,122.4,luxury_hills,21,10.9,12255.18
3770,90.5,residential,15,4.52,2523.94
3771,107.1,suburb,17,11.22,3153.21
3772,35.8,suburb,8,13.73,1718.52
3773,58.8,luxury_hills,2,6.97,6848.78
3774,56.2,central,3,2.73,3653.42
3775,39.9,riverside,6,4.99,4220.6
3776,108.9,riverside,6,4.36,3916.79
3777,43.3,riverside,6,5.52,2335.81
3778,30.7,residential,6,2.02,3057.04
3779,36.6,university,8,5.42,2191.35
3780,39.0,business,26,3.01,3123.04
3781,59.2,industrial,2,5.5,727.78
3782,21.8,central,1,1.5,3517.62
3783,21.4,residential,5,6.68,1438.38
3784,61.4,residential,2,5.99,2106.47
3785,91.8,green_zone,19,7.0,2085.9
3786,79.9,business,8,4.4,3428.65
3787,69.0,industrial,2,9.83,2255.79
3788,106.0,riverside,12,3.97,1725.02
3789,76.8,business,31,3.4,5860.93
3790,79.1,green_zone,3,10.35,2440.13
3791,32.7,residential,9,8.58,2852.92
3792,65.3,residential,12,4.47,2761.04
3793,42.7,central,5,0.87,3569.35
3794,124.5,suburb,2,12.2,983.52
3795,79.2,residential,4,9.52,2170.08
3796,48.8,central,27,2.24,4173.08
3797,66.5,university,8,5.13,3570.45
3798,71.3,residential,1,6.79,2374.37
3799,87.1,central,7,2.16,3651.6
3800,63.2,green_zone,8,7.81,1603.31
3801,120.3,green_zone,11,7.68,2794.86
3802,90.7,university,5,4.59,3969.95
3803,53.1,luxury_hills,2,9.55,5683.92
3804,36.3,residential,4,8.94,1286.82
3805,49.4,university,2,2.33,2245.05
3806,92.4,residential,16,2.8,2209.48
3807,95.6,suburb,15,16.04,2206.66
3808,58.0,university,4,7.63,2312.47
3809,119.7,suburb,6,12.2,3163.46
3810,66.9,business,30,2.14,2879.33
3811,58.2,suburb,9,14.76,959.43
3812,72.5,business,9,3.4,3282.43
3813,67.2,central,2,1.76,6731.15
3814,23.4,business,2,4.09,3643.94
3815,84.7,suburb,2,12.25,1352.21
3816,59.6,residential,3,5.85,1407.46
3817,69.8,residential,9,7.88,2288.22
3818,120.0,old_town,8,2.77,4647.97
3819,48.7,residential,20,7.36,2314.33
3820,40.9,industrial,10,8.27,4552.95
3821,35.5,suburb,13,10.42,1942.54
3822,92.4,luxury_hills,7,8.8,8244.26
3823,30.6,old_town,5,1.06,2353.35
3824,58.4,business,4,2.29,2565.1
3825,53.5,industrial,16,10.28,1614.05
3826,50.0,university,10,5.53,3704.7
3827,18.0,suburb,6,15.09,1220.91
3828,88.8,business,31,5.2,3731.26
3829,47.1,central,10,1.68,3230.65
3830,38.7,university,15,3.68,2232.74
3831,50.7,riverside,2,5.46,2397.47
3832,156.9,green_zone,5,5.47,2234.12
3833,74.6,riverside,8,4.75,2097.69
3834,94.6,green_zone,12,6.14,2775.8
3835,83.9,business,4,4.75,1983.78
3836,164.9,luxury_hills,24,7.22,26395.71
3837,53.3,industrial,5,9.24,2508.26
3838,72.6,business,2,3.33,2056.82
3839,118.0,luxury_hills,5,8.64,12026.2
3840,83.4,green_zone,9,10.59,2974.47
3841,68.9,business,12,3.75,3186.74
3842,59.7,industrial,4,11.97,551.1
3843,69.1,central,13,2.53,3288.4
3844,32.5,industrial,2,9.57,1571.18
3845,105.5,suburb,12,12.08,3528.06
3846,18.1,university,12,2.72,4253.06
3847,85.1,industrial,11,10.77,1602.6
3848,18.0,residential,10,7.38,2111.05
3849,41.3,industrial,12,12.81,900.29
3850,76.2,green_zone,2,7.67,3162.0
3851,85.8,residential,4,3.22,2216.94
3852,51.5,central,6,2.95,2175.54
3853,86.1,residential,1,9.09,4244.14
3854,100.1,green_zone,17,5.16,3260.58
3855,46.9,residential,21,6.69,1973.92
3856,43.8,university,1,4.32,2442.6
3857,82.5,residential,8,7.07,1277.74
3858,76.1,central,28,1.06,5773.3
3859,96.4,green_zone,5,8.83,3208.17
3860,65.9,business,4,2.4,1887.06
3861,81.2,old_town,5,1.95,2008.12
3862,36.6,university,20,4.2,2320.57
3863,89.2,industrial,1,12.43,1895.51
3864,62.6,green_zone,9,8.3,4226.19
3865,35.4,university,4,4.69,1862.18
3866,32.5,business,3,5.56,2085.99
3867,76.4,central,11,1.74,3469.74
3868,35.9,university,18,10.59,1537.3
3869,99.9,riverside,2,6.42,3194.78
3870,52.4,industrial,10,7.17,2254.44
3871,35.5,university,3,4.64,2275.32
3872,38.2,riverside,5,5.21,2871.79
3873,96.6,green_zone,1,7.57,2874.61
3874,94.2,green_zone,14,7.33,2164.86
3875,56.3,riverside,12,5.29,3652.19
3876,59.8,industrial,13,10.69,1748.4
3877,50.4,green_zone,4,11.47,1807.86
3878,64.0,riverside,1,6.7,2661.77
3879,62.9,business,13,2.18,2756.27
3880,48.7,business,13,1.6,2759.7
3881,18.0,central,31,1.93,3307.78
3882,96.6,industrial,3,6.91,2265.58
3883,62.2,residential,12,7.79,2238.64
3884,71.2,business,1,4.07,2554.46
3885,18.0,residential,15,6.68,2301.44
3886,87.4,riverside,3,3.43,4148.4
3887,73.9,central,35,1.48,3264.2
3888,58.9,central,1,2.12,4441.51
3889,51.7,central,7,1.32,2003.59
3890,50.3,industrial,3,9.73,1747.96
3891,43.0,central,3,2.85,2037.71
3892,52.2,central,2,2.1,2679.57
3893,55.9,old_town,8,1.57,2767.95
3894,121.8,luxury_hills,3,11.35,11603.81
3895,73.0,riverside,1,4.54,4524.16
3896,42.2,green_zone,12,8.06,1738.03
3897,72.0,business,2,5.4,4907.23
3898,117.4,suburb,3,10.07,2286.63
3899,20.4,university,2,3.47,3318.95
3900,49.6,business,14,4.3,2454.16
3901,47.2,industrial,14,10.29,1317.68
3902,43.0,old_town,6,3.59,1620.6
3903,67.2,central,24,2.12,4829.15
3904,124.4,green_zone,1,8.88,3229.79
3905,62.3,residential,5,7.23,2805.89
3906,20.0,residential,11,1.9,4275.29
3907,75.2,residential,6,2.25,1864.46
3908,59.3,university,4,6.49,2490.57
3909,96.7,business,2,2.8,3051.0
3910,36.3,industrial,15,6.98,1087.13
3911,50.5,residential,11,9.42,2378.97
3912,73.2,residential,9,5.04,2732.82
3913,73.7,central,3,0.91,3048.02
3914,30.1,suburb,5,15.98,1809.9
3915,46.2,residential,8,8.31,2281.06
3916,51.3,residential,22,8.26,2399.64
3917,44.8,old_town,8,4.89,1616.23
3918,84.8,residential,10,3.57,2573.54
3919,82.0,industrial,14,8.71,1854.23
3920,141.8,suburb,15,6.72,2439.43
3921,96.7,old_town,1,2.61,2854.56
3922,56.0,university,9,2.06,2747.06
3923,68.5,industrial,14,8.66,689.14
3924,78.4,residential,2,10.05,3074.83
3925,52.0,riverside,12,3.25,3341.05
3926,102.8,business,4,4.02,4017.79
3927,18.0,riverside,1,2.52,1946.87
3928,107.3,residential,8,6.22,5376.5
3929,83.7,suburb,17,16.6,1843.03
3930,47.9,residential,19,6.15,2109.07
3931,58.5,industrial,16,11.76,1150.95
3932,60.1,university,13,6.21,1941.15
3933,51.5,university,1,5.41,3050.18
3934,72.7,business,6,3.08,2281.53
3935,51.0,old_town,3,3.07,2498.35
3936,92.5,industrial,3,9.91,350.0
3937,94.7,suburb,6,13.74,1842.88
3938,115.7,suburb,9,9.58,2378.65
3939,78.0,industrial,2,10.04,1683.29
3940,214.8,luxury_hills,3,11.82,19834.54
3941,58.6,residential,3,10.51,2133.84
3942,115.5,luxury_hills,24,6.36,12778.16
3943,71.9,central,7,1.7,3471.81
3944,53.4,industrial,4,8.06,905.22
3945,70.1,residential,5,4.4,2787.62
3946,80.4,central,1,3.68,5539.55
3947,48.7,university,16,2.88,2673.46
3948,74.8,green_zone,9,10.95,3326.65
3949,66.0,luxury_hills,12,9.33,7888.71
3950,78.5,central,2,1.92,4019.65
3951,70.2,residential,18,5.65,2023.83
3952,69.6,residential,3,6.54,3400.76
3953,62.7,riverside,28,4.29,2467.11
3954,61.5,riverside,26,6.97,3297.2
3955,33.1,business,31,4.32,3615.18
3956,60.0,old_town,4,3.08,1942.35
3957,105.3,business,24,3.18,3993.43
3958,59.0,central,11,2.58,3800.1
3959,18.0,residential,2,6.79,1611.02
3960,58.4,old_town,4,0.94,3594.41
3961,50.1,suburb,2,13.96,1920.03
3962,27.9,industrial,2,6.77,1027.57
3963,52.2,university,12,4.72,2275.86
3964,68.2,old_town,7,0.83,2686.71
3965,30.0,riverside,1,5.54,2198.54
3966,80.2,central,4,0.2,4637.26
3967,40.5,central,6,2.35,1894.23
3968,104.7,business,5,4.08,4349.35
3969,33.6,university,5,3.25,1588.09
3970,106.1,suburb,11,6.81,2607.09
3971,67.1,riverside,2,4.06,2138.95
3972,74.3,university,11,6.44,3186.06
3973,55.3,business,1,2.35,3546.54
3974,97.7,suburb,12,16.26,3731.37
3975,99.4,business,16,2.31,6952.02
3976,129.3,suburb,12,10.9,451.24
3977,63.0,industrial,8,6.81,1957.33
3978,55.8,green_zone,2,9.03,2133.76
3979,79.6,green_zone,10,9.85,2430.0
3980,85.0,industrial,12,9.74,1546.89
3981,92.7,riverside,2,1.9,5287.34
3982,19.3,residential,12,8.87,1426.94
3983,65.5,business,8,2.72,3350.79
3984,37.0,central,23,1.98,5955.3
3985,87.4,suburb,18,14.46,2548.91
3986,96.0,business,36,2.1,3861.2
3987,63.5,industrial,10,8.92,1184.78
3988,70.1,university,19,4.01,2844.76
3989,25.2,residential,11,7.97,2017.54
3990,93.9,business,7,1.29,2579.55
3991,55.0,old_town,2,3.73,3306.81
3992,20.5,university,6,3.52,3426.14
3993,91.4,residential,9,6.82,2875.01
3994,89.7,residential,5,11.46,1174.86
3995,31.0,central,12,2.24,3989.43
3996,23.1,residential,9,7.65,1666.28
3997,91.8,residential,22,8.49,2144.53
3998,76.9,green_zone,1,8.93,1852.98
3999,50.4,university,5,2.64,1293.91
4000,45.2,riverside,11,3.99,1792.85
4001,51.7,central,1,0.77,4509.72
4002,18.0,university,3,1.57,3778.48
4003,98.6,central,5,2.4,6138.58
4004,81.1,residential,19,9.92,2355.22
4005,55.6,university,2,3.21,3417.61
4006,50.1,suburb,8,13.08,2541.09
4007,53.0,residential,17,5.99,1614.28
4008,74.6,business,8,4.41,3198.15
4009,81.2,residential,1,6.58,1612.11
4010,41.7,university,6,3.95,2230.86
4011,84.0,old_town,3,1.5,3071.62
4012,44.7,central,21,0.77,6000.42
4013,44.8,business,12,3.07,4803.34
4014,60.6,residential,18,7.14,2493.78
4015,59.8,residential,8,4.73,3475.63
4016,43.8,central,9,1.41,5660.11
4017,64.4,riverside,10,4.42,1397.36
4018,45.7,central,8,0.2,3489.27
4019,62.2,central,2,0.2,4827.88
4020,70.2,green_zone,20,9.69,2877.3
4021,49.1,riverside,1,4.78,2136.66
4022,99.0,suburb,12,10.2,3474.54
4023,96.7,business,11,3.55,3714.13
4024,63.2,old_town,3,1.64,4489.95
4025,85.4,residential,6,10.87,892.1
4026,38.5,residential,12,9.85,1500.73
4027,68.6,suburb,11,12.93,2274.11
4028,59.3,university,4,5.26,2067.1
4029,45.9,residential,1,4.62,1801.39
4030,53.2,residential,12,5.62,2695.26
4031,60.3,university,13,6.75,2080.95
4032,39.1,old_town,7,3.03,2053.85
4033,132.0,residential,10,6.89,2681.4
4034,96.7,suburb,13,10.34,1868.57
4035,43.1,business,6,2.75,2291.61
4036,89.2,suburb,10,13.97,2250.86
4037,90.3,old_town,5,3.28,5337.27
4038,18.0,central,29,1.61,3250.4
4039,101.9,green_zone,14,5.49,2916.06
4040,60.6,central,5,1.1,3952.28
4041,69.4,old_town,2,3.75,1560.48
4042,49.3,residential,4,10.9,2143.74
4043,51.8,business,5,2.59,1516.2
4044,106.0,residential,11,7.48,2154.96
4045,50.7,old_town,3,2.74,3779.34
4046,30.1,old_town,3,3.23,2253.81
4047,46.3,university,9,5.81,1487.87
4048,38.3,suburb,17,13.07,1837.21
4049,118.7,residential,19,5.16,1434.51
4050,94.0,business,6,4.71,4174.86
4051,145.0,green_zone,12,7.92,5919.26
4052,49.0,industrial,11,12.82,2027.08
4053,78.6,suburb,1,12.39,1983.07
4054,126.2,suburb,2,14.75,4295.99
4055,132.2,luxury_hills,1,10.93,12050.36
4056,150.8,suburb,1,14.08,1384.9
4057,59.6,residential,11,9.31,2263.53
4058,163.7,luxury_hills,5,14.52,25240.45
4059,63.7,residential,13,4.5,2641.42
4060,96.6,green_zone,14,12.71,1519.77
4061,83.0,residential,2,9.74,1847.55
4062,61.0,residential,8,4.84,2109.27
4063,39.3,university,2,1.56,2386.62
4064,57.7,business,2,4.09,3582.78
4065,51.4,industrial,9,10.52,1858.44
4066,56.3,luxury_hills,8,7.87,6676.87
4067,33.3,business,26,2.39,4995.0
4068,61.0,university,3,1.62,2448.75
4069,84.2,residential,8,6.61,2164.23
4070,107.9,luxury_hills,6,6.85,8792.7
4071,44.3,industrial,14,10.25,1939.8
4072,95.4,residential,21,5.37,1741.49
4073,47.3,residential,9,4.97,2340.34
4074,96.0,green_zone,8,10.73,2497.59
4075,93.0,old_town,7,3.83,2614.98
4076,48.8,university,14,4.67,2792.59
4077,60.3,riverside,5,5.39,1508.61
4078,72.9,business,4,3.11,1964.47
4079,45.4,university,2,3.87,1681.71
4080,150.7,luxury_hills,4,11.19,14160.64
4081,62.3,central,17,0.65,1791.73
4082,32.2,old_town,3,4.96,3047.83
4083,33.3,university,19,4.4,3670.07
4084,74.3,residential,8,5.44,2218.7
4085,59.5,industrial,13,9.46,1813.88
4086,74.6,industrial,1,9.72,1817.59
4087,75.5,industrial,10,12.52,457.35
4088,23.8,university,12,2.48,3008.0
4089,133.5,green_zone,10,8.22,2750.1
4090,48.5,residential,12,4.23,2493.88
4091,59.9,business,28,3.16,4476.34
4092,55.9,industrial,5,6.88,1753.46
4093,50.2,university,6,3.89,2161.43
4094,69.3,industrial,12,14.04,1469.92
4095,102.9,suburb,7,12.23,3130.39
4096,72.0,residential,9,11.49,757.91
4097,88.0,industrial,16,10.58,411.06
4098,18.0,residential,12,7.87,1937.22
4099,41.5,central,8,2.3,4128.34
4100,90.8,green_zone,4,9.83,1448.52
4101,82.1,suburb,3,11.07,2585.07
4102,72.1,central,12,0.95,5520.09
4103,67.9,industrial,16,7.96,1751.94
4104,64.4,industrial,4,9.8,2841.03
4105,33.9,central,8,1.15,3891.37
4106,73.2,business,38,3.0,3582.92
4107,92.6,suburb,9,9.51,1666.71
4108,115.9,suburb,12,6.57,3158.98
4109,41.5,residential,10,4.82,2073.93
4110,98.5,old_town,3,2.69,3480.85
4111,39.6,central,22,1.18,4788.54
4112,36.8,industrial,4,11.28,1107.93
4113,53.6,university,14,1.75,2763.17
4114,48.8,business,5,1.85,2449.97
4115,39.3,university,16,6.61,2085.79
4116,68.7,business,22,5.04,4000.79
4117,18.0,central,1,2.65,2817.6
4118,85.2,green_zone,5,9.94,1725.68
4119,87.3,residential,13,2.79,2204.0
4120,65.7,residential,4,5.18,2341.93
4121,114.5,residential,17,8.24,2130.28
4122,72.1,industrial,10,9.76,1248.07
4123,85.5,business,29,1.58,7359.78
4124,97.5,riverside,11,3.48,3942.19
4125,63.9,central,2,2.68,2268.37
4126,77.8,green_zone,17,10.92,2504.34
4127,78.0,central,24,1.15,5053.33
4128,73.0,residential,3,5.09,2729.32
4129,75.3,suburb,13,12.37,2671.93
4130,44.9,business,2,2.55,2384.58
4131,77.0,business,6,4.46,3911.0
4132,18.0,industrial,1,12.36,1490.12
4133,34.8,university,13,5.69,5175.92
4134,73.8,residential,4,7.06,1182.06
4135,62.5,residential,4,12.03,1846.28
4136,119.6,residential,7,7.0,3264.38
4137,47.1,old_town,5,1.43,3076.38
4138,47.4,residential,17,7.65,2070.69
4139,69.9,business,9,2.71,3774.14
4140,21.0,residential,21,4.13,1261.71
4141,51.9,central,14,2.47,4461.56
4142,115.6,riverside,9,9.73,3691.33
4143,40.1,riverside,2,4.51,2813.68
4144,51.9,university,12,4.89,3924.87
4145,53.9,industrial,5,9.99,1727.17
4146,54.8,suburb,12,8.68,2040.16
4147,132.9,suburb,9,12.23,2152.47
4148,149.3,luxury_hills,3,8.77,14630.7
4149,18.0,riverside,3,4.89,2456.7
4150,45.4,residential,3,7.61,2603.64
4151,56.9,university,10,1.68,2656.03
4152,127.7,green_zone,12,5.96,1050.36
4153,31.7,business,10,2.48,3526.96
4154,63.7,old_town,3,2.45,3597.3
4155,99.5,green_zone,14,11.01,3034.48
4156,61.5,university,8,1.42,2031.22
4157,42.0,central,8,2.21,5887.76
4158,81.7,central,5,2.52,2367.24
4159,28.4,industrial,12,7.01,2105.71
4160,45.6,industrial,8,10.75,1485.16
4161,79.3,green_zone,3,9.77,3516.23
4162,58.5,residential,16,6.84,2378.46
4163,18.0,residential,10,7.98,2037.37
4164,67.0,riverside,28,3.88,2823.97
4165,80.1,residential,12,8.52,2298.95
4166,71.2,suburb,10,9.01,2211.88
4167,50.7,central,9,0.22,3117.78
4168,18.0,business,29,2.29,4186.43
4169,56.7,old_town,5,2.76,1892.94
4170,18.0,old_town,4,2.6,4150.56
4171,65.5,green_zone,18,6.37,1892.66
4172,93.1,suburb,3,13.72,1428.62
4173,60.8,university,10,4.64,754.94
4174,74.5,suburb,12,8.87,1777.18
4175,43.3,residential,21,8.38,954.22
4176,73.9,suburb,15,9.1,1406.12
4177,18.0,university,10,5.95,3512.13
4178,63.1,green_zone,7,3.38,2127.13
4179,73.4,old_town,2,2.31,3471.28
4180,80.4,suburb,14,13.28,1373.6
4181,58.9,suburb,9,6.28,2436.19
4182,54.9,central,34,0.46,4878.82
4183,61.3,green_zone,8,11.53,1986.75
4184,66.4,industrial,5,14.79,1452.11
4185,72.4,riverside,2,4.29,4827.06
4186,44.4,university,8,4.2,2340.04
4187,49.1,central,4,0.2,4258.0
4188,49.2,central,10,1.87,4878.96
4189,51.5,business,9,1.29,3143.48
4190,78.7,suburb,4,10.61,1390.67
4191,46.1,university,17,3.41,1582.82
4192,18.0,old_town,5,2.91,2774.49
4193,48.6,residential,10,6.8,1998.93
4194,64.0,residential,1,5.0,2212.3
4195,48.4,residential,12,6.31,2572.09
4196,53.8,business,29,3.17,3558.69
4197,102.4,luxury_hills,4,11.79,8215.58
4198,77.2,residential,7,4.31,2763.25
4199,77.6,university,12,5.46,2212.68
4200,65.9,old_town,1,2.57,3292.73
4201,60.2,university,4,1.11,3212.53
4202,92.0,riverside,2,6.24,2388.95
4203,54.4,old_town,3,3.03,3429.58
4204,107.1,residential,10,7.92,3533.63
4205,162.8,luxury_hills,6,13.04,20232.55
4206,49.2,university,10,3.72,2040.76
4207,69.3,suburb,5,13.14,2027.17
4208,58.3,central,5,1.73,1990.01
4209,36.1,residential,1,9.14,1771.13
4210,89.8,suburb,1,4.37,3235.65
4211,74.5,suburb,9,15.53,1153.83
4212,45.5,business,8,2.35,2478.5
4213,92.6,central,17,2.3,5064.6
4214,51.3,central,2,1.78,4138.06
4215,32.1,business,1,4.09,3174.32
4216,100.5,residential,4,5.4,4452.54
4217,104.2,business,15,2.63,4457.99
4218,118.1,suburb,14,15.05,4871.69
4219,24.2,university,2,4.55,2920.16
4220,59.3,central,28,2.19,2091.01
4221,121.3,green_zone,10,6.58,1666.52
4222,108.8,residential,22,4.87,521.37
4223,121.6,suburb,9,14.28,1833.1
4224,62.0,riverside,10,5.45,2567.23
4225,60.4,industrial,14,6.36,1934.7
4226,58.2,industrial,16,8.65,374.11
4227,50.0,business,8,4.37,4158.68
4228,69.5,central,11,2.96,3135.01
4229,71.5,riverside,14,5.91,4428.71
4230,39.9,central,27,1.41,5381.59
4231,47.4,business,2,4.03,2021.79
4232,102.6,suburb,14,9.05,2106.09
4233,67.0,industrial,12,5.29,1505.44
4234,124.9,luxury_hills,3,8.08,21452.35
4235,60.6,riverside,12,3.92,2202.04
4236,64.7,business,8,3.36,2903.74
4237,79.4,central,15,2.06,4637.39
4238,100.0,residential,15,7.96,3910.79
4239,79.0,industrial,13,7.82,1860.97
4240,18.0,green_zone,12,10.52,2547.11
4241,103.4,suburb,17,16.0,2154.69
4242,45.1,university,11,5.42,1959.55
4243,80.6,residential,15,5.82,2269.58
4244,64.8,green_zone,6,8.94,2096.06
4245,60.3,business,4,3.55,3216.23
4246,66.6,riverside,21,5.36,4941.02
4247,85.2,suburb,13,12.79,2589.17
4248,41.4,central,13,1.69,6216.79
4249,28.4,green_zone,7,5.86,1360.18
4250,77.1,old_town,1,3.18,3394.81
4251,72.0,business,13,1.4,3547.36
4252,85.6,residential,7,4.79,2527.62
4253,60.4,business,20,3.0,4151.25
4254,44.2,suburb,2,13.88,1861.74
4255,140.7,old_town,7,4.24,4362.7
4256,99.2,suburb,9,13.12,630.33
4257,68.0,university,3,4.79,2828.6
4258,33.9,green_zone,20,6.44,2814.38
4259,27.8,old_town,5,3.49,2538.24
4260,71.7,riverside,10,3.96,2978.23
4261,57.0,university,17,3.25,2802.19
4262,18.0,business,23,2.3,2928.63
4263,72.8,central,11,2.21,4693.56
4264,37.9,old_town,8,3.52,1844.88
4265,79.6,industrial,2,12.1,1195.96
4266,81.7,old_town,4,1.88,2381.17
4267,70.3,riverside,10,5.19,1061.87
4268,39.6,university,16,5.83,1835.94
4269,45.2,industrial,10,10.38,515.3
4270,57.6,residential,2,8.27,1306.0
4271,101.6,residential,3,8.95,1793.6
4272,91.3,luxury_hills,6,8.9,8777.87
4273,98.5,residential,11,6.41,1675.21
4274,29.7,industrial,2,6.56,1080.29
4275,50.6,university,4,0.6,2103.93
4276,82.8,suburb,7,12.5,1610.11
4277,71.7,business,7,2.84,2918.2
4278,86.6,suburb,8,6.83,2366.05
4279,53.9,green_zone,5,10.78,2325.45
4280,51.5,green_zone,20,6.8,1141.03
4281,105.3,suburb,15,14.08,3151.92
4282,48.9,university,4,2.62,2860.91
4283,105.0,suburb,4,13.03,2560.76
4284,66.0,industrial,8,6.3,1934.37
4285,185.6,luxury_hills,25,14.21,19971.13
4286,62.8,central,5,1.39,6621.01
4287,48.8,old_town,6,1.61,3477.35
4288,48.6,suburb,7,16.61,2053.76
4289,29.3,business,8,2.36,4280.34
4290,65.0,central,16,1.29,3713.44
4291,78.4,green_zone,1,4.85,3715.2
4292,62.1,central,4,1.09,5287.23
4293,18.0,suburb,18,9.32,1108.67
4294,63.7,university,4,8.72,1852.66
4295,47.5,suburb,1,10.67,1945.17
4296,53.7,suburb,9,8.16,2570.53
4297,66.4,old_town,4,2.01,2913.04
4298,54.6,business,30,3.27,1860.81
4299,125.9,green_zone,8,11.74,1554.12
4300,58.1,industrial,9,11.33,1489.3
4301,46.4,industrial,8,12.49,392.15
4302,60.6,suburb,7,15.16,1052.9
4303,44.7,green_zone,7,4.57,3141.97
4304,76.3,industrial,6,8.96,2346.67
4305,155.5,suburb,17,10.08,1270.27
4306,38.9,suburb,3,9.2,1395.17
4307,23.6,university,12,7.63,5266.51
4308,20.2,central,2,1.96,3252.21
4309,19.7,riverside,6,3.53,5528.46
4310,61.7,residential,11,8.4,2563.83
4311,47.3,business,2,3.46,3461.94
4312,87.5,green_zone,3,6.34,2129.12
4313,83.3,green_zone,12,2.37,6711.95
4314,63.9,old_town,8,2.6,3338.75
4315,71.6,residential,1,5.78,2952.97
4316,117.3,old_town,6,1.45,2112.21
4317,48.6,central,4,0.2,643.73
4318,104.6,suburb,3,4.58,1833.05
4319,65.6,green_zone,7,8.55,3370.58
4320,66.7,university,10,1.75,1294.25
4321,78.2,riverside,29,6.3,1493.55
4322,74.3,old_town,1,2.99,2988.56
4323,40.7,residential,18,8.25,876.32
4324,38.8,university,13,3.24,2418.52
4325,50.8,central,4,1.18,5279.73
4326,43.9,central,1,2.44,3974.56
4327,36.8,industrial,12,9.52,392.14
4328,69.1,business,40,2.41,3315.07
4329,100.7,old_town,2,3.21,3935.99
4330,71.4,riverside,25,6.18,3346.92
4331,69.3,central,11,1.39,3108.4
4332,115.3,green_zone,4,6.31,4409.29
4333,95.6,residential,16,5.65,2883.1
4334,35.8,old_town,3,2.95,2714.34
4335,181.3,luxury_hills,13,6.77,18819.79
4336,60.8,old_town,1,0.2,3324.77
4337,52.9,university,4,2.06,2844.86
4338,67.7,suburb,5,13.31,1684.06
4339,52.5,old_town,1,2.06,4418.12
4340,44.8,central,9,1.14,4937.6
4341,38.7,university,5,8.27,3387.28
4342,77.3,green_zone,3,8.21,1177.72
4343,68.7,industrial,3,7.35,2330.28
4344,82.3,residential,4,0.55,2504.77
4345,50.9,industrial,13,10.6,956.73
4346,19.7,university,2,7.38,1342.95
4347,100.0,residential,12,6.15,2341.8
4348,93.6,luxury_hills,8,3.57,16610.66
4349,85.3,riverside,1,6.11,3114.29
4350,107.4,suburb,9,11.02,1810.63
4351,89.1,suburb,17,16.94,1775.18
4352,140.0,suburb,10,5.12,2806.37
4353,61.2,university,3,4.89,2830.87
4354,18.0,university,14,2.01,1473.25
4355,37.7,suburb,11,6.26,1527.67
4356,54.7,suburb,12,9.26,1720.82
4357,83.4,residential,12,5.28,2902.54
4358,38.5,industrial,13,11.19,1329.07
4359,86.8,business,12,1.89,6227.14
4360,32.2,residential,11,10.58,2454.41
4361,76.6,suburb,11,10.11,2168.12
4362,106.0,green_zone,20,9.03,3470.18
4363,195.0,luxury_hills,1,11.44,21726.8
4364,81.9,old_town,6,2.49,3780.09
4365,66.7,central,1,1.3,4097.23
4366,35.5,riverside,11,7.81,2114.36
4367,54.6,residential,15,11.05,2324.28
4368,58.9,business,30,3.22,2685.15
4369,84.2,suburb,8,8.21,1087.75
4370,54.0,university,3,4.56,2244.04
4371,33.9,residential,7,6.17,1602.03
4372,138.9,green_zone,17,5.55,3808.72
4373,97.6,luxury_hills,10,5.34,10383.15
4374,59.2,university,1,4.86,2823.72
4375,129.5,riverside,5,6.11,3284.42
4376,138.6,luxury_hills,12,9.22,14088.2
4377,51.0,business,16,2.43,2530.01
4378,18.0,residential,8,7.31,1704.13
4379,69.4,central,4,2.96,2462.21
4380,57.7,business,12,1.94,3962.3
4381,96.4,suburb,18,10.78,3446.48
4382,56.5,business,4,3.73,1631.0
4383,60.0,residential,6,2.37,1525.44
4384,66.9,luxury_hills,10,5.2,8473.13
4385,99.4,suburb,16,11.36,2631.11
4386,114.7,residential,8,6.54,2343.43
